CUST_ID,segment,segment_name,BALANCE,CREDIT_LIMIT,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,MINIMUM_PAYMENTS,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,PRC_FULL_PAYMENT,BALANCE_TO_LIMIT_RATIO
C12632,2,Full-Payment Transactors,126.018616,5000.0,0.0,1218.24,0.0,1040.640647,153.824693,18,0.0,1.0,0.0,0.272727,0.0252037232
C12633,1,Low-Balance Occasional Users,462.598215,3500.0,1319.26,0.0,0.0,98.018318,281.813294,1,0.083333,0.0,0.0,0.0,0.13217091857142857
C12634,3,Active Purchasers,195.575108,14500.0,2754.92,229.42,0.0,1885.940209,196.257674,28,1.0,0.416667,0.0,1.0,0.013487938482758621
C12635,4,Cash Advance Revolvers,4759.70237,7500.0,473.01,141.0,6791.261503,7324.826511,1023.038321,14,1.0,0.083333,0.5,0.0,0.6346269826666666
C12636,0,High-Utilization Revolvers,1581.742203,1800.0,0.0,0.0,335.348071,463.88804,448.969242,0,0.0,0.0,0.166667,0.0,0.8787456683333333
C12637,0,High-Utilization Revolvers,1026.201421,1200.0,0.0,0.0,244.88819,440.519737,320.383825,0,0.0,0.0,0.166667,0.0,0.8551678508333334
C12638,0,High-Utilization Revolvers,1585.806548,2000.0,0.0,0.0,274.3843,566.302426,351.844812,0,0.0,0.0,0.083333,0.0,0.792903274
C12639,0,High-Utilization Revolvers,645.181409,1400.0,0.0,0.0,2014.386387,2185.891694,436.135143,0,0.0,0.0,0.166667,0.0,0.4608438635714286
C12640,1,Low-Balance Occasional Users,237.861439,3200.0,246.89,322.13,1431.673728,589.35887,186.59462,6,0.083333,0.416667,0.083333,0.083333,0.0743316996875
C12641,3,Active Purchasers,297.004363,16500.0,1409.0,1320.0,0.0,1275.398838,177.970856,14,0.083333,1.0,0.0,0.25,0.018000264424242424
C12642,1,Low-Balance Occasional Users,2895.765754,9000.0,1960.0,793.35,0.0,861.251403,906.390801,8,0.090909,0.636364,0.0,0.0,0.32175175044444443
C12643,2,Full-Payment Transactors,14.58126,8000.0,0.0,87.3,0.0,669.767901,162.269258,1,0.0,0.083333,0.0,0.75,0.0018226575
C12644,1,Low-Balance Occasional Users,310.795046,7500.0,0.0,0.0,2810.45573,2811.544882,111.338928,0,0.0,0.0,0.166667,0.1,0.04143933946666667
C12645,4,Cash Advance Revolvers,3470.333673,7000.0,757.95,427.03,6370.145895,4291.341088,946.341931,14,0.333333,0.333333,0.666667,0.0,0.4957619532857143
C12646,0,High-Utilization Revolvers,989.022229,1200.0,0.0,0.0,559.200528,1071.879544,263.735953,0,0.0,0.0,0.416667,0.0,0.8241851908333334
C12647,3,Active Purchasers,2048.834742,2500.0,1907.9,1435.0,436.15809,1685.441335,2766.440973,45,0.3,0.9,0.1,0.0,0.8195338968
C12648,4,Cash Advance Revolvers,3037.476732,5100.0,0.0,1225.79,6560.352738,7799.250959,1347.127384,58,0.0,1.0,0.25,0.0,0.5955836729411765
C12650,0,High-Utilization Revolvers,1072.257388,1200.0,0.0,0.0,39.265903,286.46296,263.950897,0,0.0,0.0,0.083333,0.0,0.8935478233333334
C12651,4,Cash Advance Revolvers,5097.916969,6000.0,139.67,0.0,3365.390269,3313.162847,2759.80377,6,0.5,0.0,0.25,0.0,0.8496528281666667
C12652,0,High-Utilization Revolvers,975.820862,1000.0,0.0,66.72,0.0,254.277454,199.50774,4,0.0,0.333333,0.0,0.0,0.9758208620000001
C12653,4,Cash Advance Revolvers,5827.830678,6000.0,358.02,219.96,2191.528662,1771.36501,1842.75662,13,0.083333,1.0,0.333333,0.0,0.971305113
C12654,4,Cash Advance Revolvers,7543.580736,8500.0,0.0,0.0,2925.55754,1738.415018,1785.269757,0,0.0,0.0,0.083333,0.0,0.8874800865882353
C12655,2,Full-Payment Transactors,87.802127,1000.0,803.95,0.0,0.0,1134.379946,137.584907,8,0.5,0.0,0.0,0.666667,0.087802127
C12656,0,High-Utilization Revolvers,3268.304631,6000.0,250.48,90.09,2671.441618,1282.359,1027.045756,8,0.083333,0.5,0.333333,0.0,0.5447174385
C12657,2,Full-Payment Transactors,45.295495,7500.0,0.0,451.01,0.0,481.372024,172.53607,78,0.0,1.0,0.0,0.666667,0.006039399333333334
C12658,1,Low-Balance Occasional Users,234.183227,2500.0,169.8,447.5,282.667958,1436.234437,169.80316,12,0.166667,0.75,0.25,0.25,0.09367329079999999
C12659,1,Low-Balance Occasional Users,36.868847,3000.0,0.0,360.0,0.0,286.431721,91.31394,6,0.0,0.416667,0.0,0.0,0.012289615666666668
C12660,0,High-Utilization Revolvers,334.1265,1400.0,0.0,0.0,1783.362859,1811.558237,176.978122,0,0.0,0.0,0.416667,0.181818,0.23866178571428573
C12661,2,Full-Payment Transactors,193.12654,2500.0,0.0,1955.98,0.0,1891.721179,203.382558,53,0.0,1.0,0.0,0.666667,0.07725061600000001
C12663,1,Low-Balance Occasional Users,443.202789,4500.0,0.0,350.31,153.173663,398.335288,223.457783,3,0.0,0.166667,0.25,0.0,0.09848950866666667
C12664,2,Full-Payment Transactors,23.39023,2500.0,0.0,291.7,0.0,453.889925,153.140825,7,0.0,0.583333,0.0,0.857143,0.009356092
C12665,0,High-Utilization Revolvers,1872.934017,1950.0,310.0,72.5,0.0,463.938794,1005.849526,7,0.416667,0.083333,0.0,0.0,0.9604789830769231
C12666,0,High-Utilization Revolvers,2490.787594,2500.0,66.69,109.96,152.712134,857.979134,746.423779,14,0.25,0.833333,0.083333,0.0,0.9963150376
C12667,3,Active Purchasers,3212.093869,6000.0,1776.68,427.0,1076.466158,2007.453777,908.096391,25,1.0,0.75,0.166667,0.0,0.5353489781666666
C12668,1,Low-Balance Occasional Users,339.406259,10500.0,0.0,14.28,0.0,1263.292815,1486.059666,5,0.0,0.416667,0.0,0.083333,0.03232440561904762
C12669,4,Cash Advance Revolvers,11077.99148,12000.0,3419.92,0.0,7837.414142,10934.50273,7294.953939,8,0.5,0.0,0.583333,0.0,0.9231659566666667
C12670,4,Cash Advance Revolvers,899.195559,5000.0,256.1,665.84,5903.784384,6368.638423,288.469452,20,0.25,0.833333,0.333333,0.090909,0.1798391118
C12671,0,High-Utilization Revolvers,1154.410108,3000.0,0.0,0.0,2593.398852,2607.110273,471.642521,0,0.0,0.0,0.083333,0.090909,0.38480336933333337
C12672,4,Cash Advance Revolvers,846.223191,14500.0,437.6,0.0,4638.435613,1092.822745,203.614145,1,0.083333,0.0,0.333333,0.0,0.05836022006896552
C12673,1,Low-Balance Occasional Users,597.44365,1500.0,0.0,0.0,36.582227,1572.905114,160.096384,0,0.0,0.0,0.083333,0.181818,0.3982957666666667
C12674,4,Cash Advance Revolvers,4413.803457,5000.0,0.0,0.0,2007.044461,1305.912583,1423.184018,0,0.0,0.0,0.666667,0.0,0.8827606914
C12675,0,High-Utilization Revolvers,3586.05105,4350.0,40.0,101.0,1072.395255,3843.798591,11760.91651,7,0.083333,0.416667,0.25,0.0,0.8243795517241379
C12676,3,Active Purchasers,1965.755378,2500.0,580.09,309.57,0.0,2612.998677,691.369848,34,0.583333,1.0,0.0,0.0,0.7863021512
C12677,2,Full-Payment Transactors,19.897641,6000.0,0.0,375.23,0.0,390.112154,90.478454,11,0.0,0.833333,0.0,0.444444,0.0033162735
C12678,0,High-Utilization Revolvers,2740.10065,3200.0,169.19,0.0,464.040014,1108.374243,625.831281,2,0.083333,0.0,0.083333,0.0,0.8562814531249999
C12679,0,High-Utilization Revolvers,393.700868,1000.0,0.0,0.0,673.644618,319.088414,185.010395,0,0.0,0.0,0.166667,0.0,0.39370086800000004
C12680,0,High-Utilization Revolvers,459.134859,500.0,0.0,223.34,0.0,498.401939,455.872675,9,0.0,0.666667,0.0,0.0,0.918269718
C12681,0,High-Utilization Revolvers,4805.164203,8500.0,0.0,0.0,949.587804,1260.875219,1622.411952,0,0.0,0.0,0.083333,0.0,0.5653134356470588
C12682,4,Cash Advance Revolvers,6668.982024,7500.0,0.0,0.0,2230.439984,1752.332514,2371.318646,0,0.0,0.0,0.333333,0.0,0.8891976032
C12683,0,High-Utilization Revolvers,1238.049848,1500.0,45.65,0.0,2475.656139,2643.105215,477.494152,1,0.083333,0.0,0.416667,0.083333,0.8253665653333334
C12684,4,Cash Advance Revolvers,7801.511533,13500.0,231.4,0.0,4109.465221,1593.617739,1522.496755,3,0.1,0.0,1.1,0.0,0.5778897431851852
C12685,0,High-Utilization Revolvers,1114.506863,1800.0,0.0,602.07,0.0,676.487532,248.438014,15,0.0,0.833333,0.0,0.0,0.6191704794444445
C12686,1,Low-Balance Occasional Users,1212.426549,3000.0,265.22,0.0,0.0,332.755679,441.115564,2,0.166667,0.0,0.0,0.0,0.404142183
C12687,1,Low-Balance Occasional Users,210.870503,7500.0,664.05,0.0,0.0,728.19268,140.348508,5,0.2,0.0,0.0,0.0,0.028116067066666667
C12688,4,Cash Advance Revolvers,6493.033342,8000.0,447.5,0.0,1664.47374,1907.59974,1874.457189,6,0.416667,0.0,0.583333,0.0,0.8116291677499999
C12689,3,Active Purchasers,3106.036183,7200.0,1036.24,1092.32,2346.894867,5564.776852,697.464133,27,0.416667,0.75,0.416667,0.0,0.43139391430555557
C12690,0,High-Utilization Revolvers,909.560162,1200.0,669.88,242.22,752.060162,1476.333722,668.368282,16,0.25,0.166667,0.416667,0.083333,0.7579668016666666
C12691,1,Low-Balance Occasional Users,3633.533005,11000.0,383.2,0.0,49.167984,1061.683135,953.456332,2,0.083333,0.0,0.083333,0.0,0.3303211822727273
C12692,2,Full-Payment Transactors,86.650277,7000.0,0.0,910.51,0.0,884.056926,126.337242,14,0.0,0.5,0.0,0.666667,0.012378611000000001
C12693,1,Low-Balance Occasional Users,86.547135,2500.0,789.45,0.0,0.0,1370.171713,119.649702,5,0.416667,0.0,0.0,0.111111,0.034618854
C12694,1,Low-Balance Occasional Users,144.513072,3000.0,0.0,758.5,0.0,860.545375,192.201279,12,0.0,0.583333,0.0,0.142857,0.048171024
C12695,0,High-Utilization Revolvers,1182.324933,1200.0,0.0,0.0,258.13761,503.164651,326.336533,0,0.0,0.0,0.583333,0.0,0.9852707775000001
C12696,2,Full-Payment Transactors,32.821775,4000.0,0.0,644.99,0.0,579.016837,75.944094,33,0.0,1.0,0.0,0.3,0.008205443750000001
C12697,1,Low-Balance Occasional Users,1.365808,4000.0,60.0,0.0,0.0,0.0,312.343947,1,0.142857,0.0,0.0,0.0,0.00034145199999999996
C12698,2,Full-Payment Transactors,119.604008,1000.0,0.0,1068.28,0.0,828.169919,131.584974,18,0.0,0.888889,0.0,1.0,0.119604008
C12699,1,Low-Balance Occasional Users,134.238558,7500.0,287.0,133.0,0.0,519.436959,190.475641,7,0.083333,0.416667,0.0,0.0,0.017898474400000003
C12700,1,Low-Balance Occasional Users,128.48978,3000.0,0.0,462.86,0.0,381.3599,171.903711,34,0.0,1.0,0.0,0.0,0.042829926666666664
C12701,0,High-Utilization Revolvers,749.168331,2000.0,164.9,0.0,1806.070919,190.995312,244.581997,2,0.111111,0.0,0.666667,0.0,0.3745841655
C12702,0,High-Utilization Revolvers,1544.585361,2000.0,0.0,0.0,549.062884,408.068987,478.097868,0,0.0,0.0,0.083333,0.0,0.7722926805
C12703,2,Full-Payment Transactors,172.131105,2500.0,0.0,1666.95,0.0,1326.099687,163.00004,38,0.0,1.0,0.0,0.916667,0.068852442
C12704,1,Low-Balance Occasional Users,266.475852,1500.0,0.0,0.0,1560.735908,792.623374,226.586503,0,0.0,0.0,0.166667,0.0,0.17765056799999998
C12705,3,Active Purchasers,549.915249,11000.0,912.7,643.96,0.0,2285.324243,178.691151,41,1.0,1.0,0.0,0.0,0.04999229536363636
C12706,1,Low-Balance Occasional Users,0.0,1800.0,815.7,274.99,0.0,0.0,312.343947,17,0.166667,0.416667,0.0,0.0,0.0
C12707,4,Cash Advance Revolvers,8559.236795,9000.0,170.0,0.0,3260.296078,1541.113331,4403.024728,1,0.083333,0.0,0.25,0.0,0.9510263105555556
C12708,4,Cash Advance Revolvers,6810.401782,10000.0,164.32,471.44,3863.40531,3161.148768,3781.907645,17,0.083333,0.916667,0.25,0.0,0.6810401782
C12709,4,Cash Advance Revolvers,2917.656276,8000.0,141.81,0.0,2431.292076,993.289914,1013.060637,2,0.166667,0.0,0.583333,0.0,0.3647070345
C12710,1,Low-Balance Occasional Users,542.807485,2000.0,220.62,0.0,0.0,608.782428,166.733071,3,0.166667,0.0,0.0,0.0,0.27140374250000004
C12712,3,Active Purchasers,2362.643772,3000.0,1496.59,1330.4,0.0,1748.687628,984.331832,97,0.75,1.0,0.0,0.0,0.787547924
C12713,1,Low-Balance Occasional Users,4164.796859,9000.0,617.54,167.09,0.0,1072.433416,1311.061985,16,0.454545,0.181818,0.0,0.0,0.4627552065555556
C12714,0,High-Utilization Revolvers,1304.460033,1500.0,0.0,0.0,78.763096,395.136073,368.588193,0,0.0,0.0,0.166667,0.0,0.869640022
C12715,1,Low-Balance Occasional Users,1601.692049,4000.0,0.0,61.46,0.0,399.369214,512.759705,6,0.0,0.25,0.0,0.0,0.40042301225
C12716,4,Cash Advance Revolvers,4556.537803,9000.0,1450.0,0.0,2260.73569,1010.845518,917.567262,1,0.090909,0.0,0.181818,0.0,0.5062819781111111
C12717,1,Low-Balance Occasional Users,751.398349,3500.0,747.5,1230.0,611.974158,1068.053378,267.917098,21,0.5,0.5,0.083333,0.1,0.2146852425714286
C12718,1,Low-Balance Occasional Users,1510.111755,9000.0,541.57,1353.68,0.0,1711.89518,313.131912,23,0.166667,0.75,0.0,0.0,0.16779019499999998
C12719,4,Cash Advance Revolvers,3490.855736,9000.0,1039.48,0.0,4200.991254,1091.424125,1048.661408,3,0.083333,0.0,0.25,0.0,0.38787285955555556
C12720,4,Cash Advance Revolvers,6384.360491,7500.0,1394.21,462.63,2144.180453,2275.686606,1485.827109,19,0.333333,0.166667,0.75,0.0,0.8512480654666668
C12721,0,High-Utilization Revolvers,1327.653853,1500.0,20.9,0.0,0.0,287.690115,483.2481,1,0.083333,0.0,0.0,0.0,0.8851025686666667
C12722,4,Cash Advance Revolvers,9226.646604,12000.0,671.31,0.0,6171.934509,2726.318749,3129.402094,12,0.5,0.0,0.5,0.0,0.768887217
C12723,1,Low-Balance Occasional Users,3441.516174,7500.0,0.0,358.68,0.0,1376.000823,751.654272,12,0.0,0.916667,0.0,0.0,0.4588688232
C12724,0,High-Utilization Revolvers,1117.34082,1000.0,0.0,474.96,0.0,609.837201,3449.632561,12,0.0,1.0,0.0,0.0,1.0
C12725,0,High-Utilization Revolvers,1828.62196,2300.0,0.0,0.0,689.185829,2466.964742,471.940554,0,0.0,0.0,0.083333,0.0,0.7950530260869565
C12726,4,Cash Advance Revolvers,3011.469977,6500.0,0.0,582.28,3325.302419,2975.129814,1001.234058,14,0.0,1.0,0.333333,0.0,0.4633030733846154
C12727,1,Low-Balance Occasional Users,99.680638,10500.0,0.0,0.0,437.399211,661.87877,122.779423,0,0.0,0.0,0.333333,0.333333,0.009493394095238096
C12728,0,High-Utilization Revolvers,1517.559661,1950.0,0.0,0.0,456.396077,473.175712,381.272303,0,0.0,0.0,0.166667,0.0,0.7782357235897436
C12729,2,Full-Payment Transactors,101.025128,6500.0,0.0,0.0,1846.252071,5321.022187,82.041959,0,0.0,0.0,0.333333,1.0,0.015542327384615385
C12730,2,Full-Payment Transactors,12.737355,1200.0,0.0,152.73,0.0,159.150457,130.831887,9,0.0,0.666667,0.0,0.555556,0.010614462500000001
C12731,0,High-Utilization Revolvers,1135.816377,1200.0,520.24,0.0,0.0,706.605439,785.964114,10,0.583333,0.0,0.0,0.0,0.9465136475000001
C12732,2,Full-Payment Transactors,24.1725,8500.0,0.0,270.0,0.0,378.193141,102.149848,6,0.0,0.818182,0.0,0.714286,0.0028438235294117645
C12733,3,Active Purchasers,763.696095,7000.0,1229.42,0.0,0.0,2422.735455,294.622525,34,1.0,0.0,0.0,0.0,0.10909944214285715
C12734,4,Cash Advance Revolvers,8073.909084,8500.0,0.0,0.0,3860.699586,2414.311297,2333.795712,0,0.0,0.0,0.916667,0.0,0.9498716569411765
C12735,1,Low-Balance Occasional Users,745.157677,3000.0,485.17,0.0,0.0,191.111587,285.884887,2,0.166667,0.0,0.0,0.0,0.24838589233333336
C12736,1,Low-Balance Occasional Users,32.915398,6000.0,68.6,124.39,0.0,153.983501,137.922744,5,0.083333,0.25,0.0,0.090909,0.005485899666666667
C12737,4,Cash Advance Revolvers,8198.627284,14000.0,0.0,0.0,2909.753084,2141.722429,2007.048657,0,0.0,0.0,0.416667,0.0,0.5856162345714285
C12738,0,High-Utilization Revolvers,623.955961,1200.0,0.0,0.0,2119.702403,1838.851003,174.872521,0,0.0,0.0,0.166667,0.25,0.5199633008333333
C12739,3,Active Purchasers,2123.483416,7500.0,2051.52,401.66,0.0,517.974559,519.270488,33,0.5,0.5,0.0,0.0,0.28313112213333336
C12740,0,High-Utilization Revolvers,939.348677,1000.0,50.0,0.0,0.0,315.440785,628.156487,1,0.083333,0.0,0.0,0.0,0.9393486769999999
C12741,3,Active Purchasers,1372.486104,3000.0,1507.99,1497.26,315.120089,3462.386054,405.078016,61,0.833333,1.0,0.166667,0.0,0.457495368
C12742,1,Low-Balance Occasional Users,123.05867,3500.0,0.0,151.92,0.0,447.181346,171.75455,12,0.0,1.0,0.0,0.083333,0.03515962
C12743,1,Low-Balance Occasional Users,72.794263,2500.0,0.0,227.64,0.0,159.044676,170.517535,12,0.0,1.0,0.0,0.0,0.0291177052
C12744,0,High-Utilization Revolvers,2376.965338,3000.0,0.0,0.0,1321.906162,549.457948,557.916999,0,0.0,0.0,0.333333,0.0,0.7923217793333334
C12745,2,Full-Payment Transactors,57.257195,7227.272727,472.5,0.0,0.0,598.240579,174.283792,9,0.75,0.0,0.0,0.9,0.007922379182688895
C12746,4,Cash Advance Revolvers,7499.658084,13550.0,160.0,0.0,3603.787202,1962.972636,1849.313897,2,0.166667,0.0,0.166667,0.0,0.553480301402214
C12747,1,Low-Balance Occasional Users,1564.3964,8000.0,0.0,1330.0,1906.43522,1078.907798,825.485459,6,0.0,0.416667,0.083333,0.142857,0.19554955000000002
C12748,3,Active Purchasers,4644.779013,9200.0,4063.61,757.07,0.0,1076.138168,1324.445876,54,0.75,0.5,0.0,0.0,0.5048672840217392
C12749,4,Cash Advance Revolvers,7418.314012,14500.0,858.82,42.8,0.0,2273.945099,1696.786737,4,0.166667,0.166667,0.0,0.0,0.5116078628965517
C12750,4,Cash Advance Revolvers,6001.428376,9000.0,0.0,0.0,2404.829712,1369.894805,1791.251295,0,0.0,0.0,0.166667,0.0,0.6668253751111111
C12751,1,Low-Balance Occasional Users,1127.139413,6100.0,140.0,45.0,737.622804,2166.388477,311.343748,4,0.166667,0.166667,0.166667,0.0,0.1847769529508197
C12752,2,Full-Payment Transactors,41.217844,13500.0,221.48,0.0,0.0,1242.51149,167.536373,4,0.25,0.0,0.0,0.666667,0.0030531736296296294
C12753,0,High-Utilization Revolvers,1565.577135,3000.0,0.0,0.0,2676.476175,3418.679368,477.674801,0,0.0,0.0,0.333333,0.090909,0.521859045
C12754,4,Cash Advance Revolvers,5459.785308,7000.0,0.0,262.0,4212.521736,1733.828367,1511.483648,9,0.0,0.75,0.75,0.0,0.7799693297142858
C12755,1,Low-Balance Occasional Users,166.295463,9000.0,449.26,0.0,7894.578816,662.951526,183.275472,12,1.0,0.0,0.083333,0.181818,0.01847727366666667
C12756,2,Full-Payment Transactors,19.294559,2000.0,0.0,283.8,0.0,267.972404,173.816768,12,0.0,0.666667,0.0,0.75,0.0096472795
C12757,4,Cash Advance Revolvers,2478.086158,7000.0,0.0,531.48,6394.923585,11480.8742,772.60429,7,0.0,0.25,0.083333,0.25,0.3540123082857143
C12758,4,Cash Advance Revolvers,5425.936219,7000.0,0.0,209.9,8223.638112,7723.416753,1274.178071,6,0.0,0.416667,0.5,0.083333,0.7751337455714286
C12759,4,Cash Advance Revolvers,5239.381493,10000.0,0.0,0.0,9798.167329,1345.580941,2011.806301,0,0.0,0.0,0.125,0.0,0.5239381492999999
C12760,1,Low-Balance Occasional Users,142.278809,2500.0,32.74,131.94,0.0,539.762925,141.426265,10,0.083333,0.666667,0.0,0.0,0.0569115236
C12761,0,High-Utilization Revolvers,4192.143919,4500.0,450.0,0.0,2480.749691,1271.396821,3642.615905,1,0.083333,0.0,0.166667,0.0,0.9315875375555556
C12762,4,Cash Advance Revolvers,2711.995096,5000.0,600.0,0.0,5352.991545,1536.48483,841.246469,10,0.833333,0.0,0.583333,0.1,0.5423990192
C12763,1,Low-Balance Occasional Users,432.793131,6500.0,315.3,224.83,0.0,737.522982,163.94759,13,0.166667,0.5,0.0,0.0,0.06658355861538462
C12764,3,Active Purchasers,127.808682,6500.0,2213.43,588.65,0.0,2384.646953,160.547945,36,1.0,0.583333,0.0,0.363636,0.019662874153846155
C12765,3,Active Purchasers,374.276019,6000.0,3138.48,450.57,0.0,3493.186695,173.108861,31,0.833333,0.5,0.0,0.636364,0.0623793365
C12766,1,Low-Balance Occasional Users,20.758677,1900.0,0.0,548.01,0.0,1049.636065,55.511514,8,0.0,0.583333,0.0,0.0,0.01092561947368421
C12767,4,Cash Advance Revolvers,2061.835735,4000.0,0.0,0.0,4320.771337,5451.599084,556.327998,0,0.0,0.0,0.5,0.2,0.5154589337500001
C12768,0,High-Utilization Revolvers,1744.956833,1800.0,0.0,0.0,198.295367,525.461839,539.962551,0,0.0,0.0,0.25,0.0,0.9694204627777777
C12769,0,High-Utilization Revolvers,2241.092286,6000.0,0.0,1260.0,2992.621714,4582.168916,654.524925,4,0.0,0.25,0.166667,0.111111,0.37351538100000004
C12770,4,Cash Advance Revolvers,2857.598022,6000.0,0.0,0.0,5423.546535,10794.66803,2053.136994,0,0.0,0.0,0.166667,0.166667,0.47626633700000004
C12771,0,High-Utilization Revolvers,1530.725391,1600.0,0.0,0.0,59.670168,347.028845,526.384797,0,0.0,0.0,0.083333,0.0,0.956703369375
C12772,1,Low-Balance Occasional Users,337.478135,3000.0,0.0,0.0,1620.674351,978.290582,216.74072,0,0.0,0.0,0.416667,0.0,0.11249271166666668
C12773,4,Cash Advance Revolvers,5145.092629,13500.0,679.3,1296.42,11834.20581,9059.242461,1748.463874,33,0.333333,0.833333,0.333333,0.0,0.3811179725185185
C12774,3,Active Purchasers,4659.388091,9500.0,764.16,990.03,1248.153277,1042.244606,1060.456777,32,0.5,1.0,0.333333,0.0,0.49046190431578945
C12775,3,Active Purchasers,2416.555714,4000.0,1291.62,974.39,0.0,4075.880525,1439.224679,46,0.75,0.666667,0.0,0.0,0.6041389285000001
C12776,1,Low-Balance Occasional Users,1467.212481,6000.0,107.0,0.0,5203.612362,268.310194,569.623112,1,0.083333,0.0,0.166667,0.0,0.2445354135
C12777,0,High-Utilization Revolvers,1555.053764,1500.0,0.0,168.0,0.0,192.947097,13453.34489,6,0.0,0.25,0.0,0.0,1.0
C12778,1,Low-Balance Occasional Users,127.062095,7000.0,330.8,122.5,0.0,593.965783,127.194961,9,0.416667,0.166667,0.0,0.166667,0.018151727857142856
C12779,1,Low-Balance Occasional Users,259.623619,1500.0,290.29,87.5,0.0,1575.021839,212.402519,10,0.25,0.583333,0.0,0.0,0.17308241266666669
C12780,1,Low-Balance Occasional Users,28.445432,5500.0,166.2,0.0,0.0,236.022703,97.531842,3,0.25,0.0,0.0,0.181818,0.005171896727272727
C12781,1,Low-Balance Occasional Users,0.01968,7500.0,0.0,188.02,0.0,129.791835,312.343947,6,0.0,0.5,0.0,0.0,2.6239999999999998e-06
C12782,0,High-Utilization Revolvers,1258.769693,1200.0,42.0,100.0,0.0,300.672826,6720.689968,2,0.083333,0.083333,0.0,0.0,1.0
C12783,0,High-Utilization Revolvers,2865.386926,6500.0,0.0,0.0,965.180677,1186.905688,726.990921,0,0.0,0.0,0.416667,0.0,0.4408287578461539
C12784,1,Low-Balance Occasional Users,276.446975,2800.0,100.0,1329.39,0.0,1296.041874,193.607553,21,0.083333,1.0,0.0,0.1,0.09873106250000001
C12786,0,High-Utilization Revolvers,2878.528369,3000.0,0.0,0.0,1563.518213,653.306123,897.54649,0,0.0,0.0,0.25,0.0,0.9595094563333334
C12787,3,Active Purchasers,499.409588,8000.0,6157.74,479.17,109.211535,4290.962037,206.810115,44,0.583333,1.0,0.083333,0.8,0.062426198499999995
C12788,0,High-Utilization Revolvers,2489.057383,3000.0,0.0,0.0,1668.403386,1209.422549,708.562869,0,0.0,0.0,0.166667,0.0,0.8296857943333332
C12789,1,Low-Balance Occasional Users,44.463463,2500.0,0.0,154.86,0.0,182.661133,79.973646,5,0.0,0.416667,0.0,0.0,0.0177853852
C12790,3,Active Purchasers,201.463946,5000.0,2364.85,0.0,0.0,1883.762278,134.457412,13,1.0,0.0,0.0,0.444444,0.0402927892
C12791,0,High-Utilization Revolvers,2508.850418,6000.0,0.0,0.0,58.981572,454.176213,373.241553,0,0.0,0.0,0.166667,0.0,0.41814173633333335
C12792,1,Low-Balance Occasional Users,35.942931,6500.0,257.72,167.95,0.0,439.687694,126.895337,4,0.083333,0.166667,0.0,0.0,0.005529681692307693
C12793,1,Low-Balance Occasional Users,440.186713,6000.0,531.0,454.2,1055.502083,1670.869438,191.619507,19,0.25,0.916667,0.333333,0.083333,0.07336445216666666
C12794,0,High-Utilization Revolvers,783.550476,2500.0,175.8,0.0,2052.878473,1647.886436,219.384407,5,0.444444,0.0,0.444444,0.0,0.3134201904
C12795,3,Active Purchasers,511.569448,7500.0,1685.35,1252.97,0.0,832.586508,265.118787,69,0.5,0.583333,0.0,0.166667,0.06820925973333333
C12796,0,High-Utilization Revolvers,5901.592192,8000.0,1141.55,563.4,0.0,1886.692272,1474.409318,9,0.25,0.333333,0.0,0.0,0.737699024
C12797,1,Low-Balance Occasional Users,210.618047,2700.0,0.0,290.0,0.0,239.005926,171.362848,10,0.0,0.833333,0.0,0.0,0.07800668407407407
C12798,1,Low-Balance Occasional Users,168.473316,1200.0,0.0,0.0,866.594079,653.510107,69.53986,0,0.0,0.0,0.25,0.0,0.14039443000000001
C12799,3,Active Purchasers,1136.796512,7000.0,391.86,477.52,0.0,1785.242525,418.490057,23,1.0,0.5,0.0,0.0,0.1623995017142857
C12800,0,High-Utilization Revolvers,738.956988,1500.0,0.0,0.0,1561.133958,1979.193103,198.854631,0,0.0,0.0,0.333333,0.1,0.492637992
C12801,3,Active Purchasers,858.180885,6500.0,2214.86,819.88,418.127352,5159.89613,312.167299,42,0.833333,1.0,0.166667,0.181818,0.13202782846153846
C12802,0,High-Utilization Revolvers,2065.035103,3500.0,1262.6,200.0,0.0,3587.267621,533.024631,17,0.333333,0.416667,0.0,0.083333,0.5900100294285715
C12803,1,Low-Balance Occasional Users,16.052971,4500.0,127.0,0.0,0.0,190.19504,141.377809,2,0.166667,0.0,0.0,0.0,0.0035673268888888887
C12804,4,Cash Advance Revolvers,2263.795064,10000.0,320.0,0.0,4510.237702,5215.482973,502.888727,5,0.5,0.0,0.875,0.0,0.22637950639999999
C12805,0,High-Utilization Revolvers,1527.905897,6500.0,0.0,0.0,2918.216386,337.499565,337.86934,0,0.0,0.0,0.333333,0.0,0.23506244569230772
C12806,3,Active Purchasers,5266.121863,6000.0,6345.65,2684.43,0.0,7973.983573,6567.292367,28,0.25,0.833333,0.0,0.083333,0.8776869771666668
C12807,4,Cash Advance Revolvers,6804.186841,7100.0,227.6,412.43,1898.318709,1891.669441,1979.44478,20,0.416667,0.416667,0.166667,0.0,0.9583361747887323
