customer_id,age,gender,region,tenure_months,loyalty_tier,preferred_channel,purchase_count_12m,avg_order_value,total_spend_12m,days_since_last_purchase,preferred_category,category_count,returns_count_12m,return_rate,email_open_rate,email_click_rate,app_sessions_30d,days_since_app_login,promo_response_rate,lapse_flag
CUST001171,53,Male,West,25,Silver,Omnichannel,7,48.04,307.51,102,Beauty,1,2,0.286,0.139,0.026,5.0,60.0,0.118,1
CUST001172,50,Female,Midwest,45,Silver,In-Store,13,24.6,345.37,42,Home & Garden,4,1,0.077,0.284,0.054,12.0,32.0,0.262,0
CUST001173,18,Female,West,48,Gold,Omnichannel,15,89.2,1371.69,45,Home & Garden,3,1,0.067,0.321,0.044,11.0,21.0,0.315,0
CUST001174,43,Male,Southeast,58,Silver,Omnichannel,4,96.33,414.17,139,Home & Garden,1,1,0.25,0.035,0.004,1.0,80.0,0.088,1
CUST001175,40,Male,Northeast,36,Silver,Online,10,51.74,573.34,89,Beauty,3,2,0.2,0.258,0.043,7.0,48.0,0.164,0
CUST001176,44,Male,Northeast,3,Silver,Omnichannel,10,70.39,665.57,77,Home & Garden,2,1,0.1,0.243,0.092,,,0.171,0
CUST001177,31,Female,West,30,Silver,Online,9,48.75,493.2,73,Apparel,2,1,0.111,0.246,0.109,10.0,40.0,0.172,0
CUST001178,23,Female,Southeast,37,Bronze,Omnichannel,7,20.85,163.4,113,Beauty,1,0,0.0,0.113,0.032,,,0.103,1
CUST001179,48,Female,Southeast,46,Silver,In-Store,10,49.35,500.48,74,Electronics,2,0,0.0,0.2,0.076,8.0,48.0,0.181,0
CUST001180,37,Female,Southwest,56,Gold,In-Store,10,126.46,1334.62,68,Apparel,4,1,0.1,0.223,0.042,7.0,73.0,0.227,0
CUST001181,50,Male,West,15,Gold,In-Store,16,127.72,1988.98,50,Sports,3,1,0.062,0.317,0.108,12.0,25.0,0.254,0
CUST001182,32,Female,Northeast,23,Silver,Omnichannel,10,30.64,320.66,102,Apparel,2,1,0.1,0.206,0.085,6.0,70.0,0.198,1
CUST001183,61,Female,Northeast,1,Bronze,In-Store,2,64.56,131.02,144,Home & Garden,2,0,0.0,0.04,0.013,0.0,79.0,0.036,1
CUST001184,56,Male,Southeast,18,Silver,Online,6,57.61,327.29,125,Beauty,1,1,0.167,0.17,0.059,5.0,69.0,0.111,1
CUST001185,46,Female,Midwest,14,Silver,Online,10,77.17,730.69,96,Beauty,1,2,0.2,0.172,0.023,,,,1
CUST001186,39,Female,West,72,Silver,Omnichannel,5,56.63,296.03,105,Apparel,1,0,0.0,0.129,0.029,3.0,69.0,0.12,1
CUST001187,53,Female,Southeast,51,Gold,Online,9,90.52,926.28,75,Apparel,2,0,0.0,0.208,0.023,,,0.18,0
CUST001188,47,Female,Southwest,35,Bronze,In-Store,3,40.87,111.63,138,Apparel,1,0,0.0,0.095,0.015,2.0,75.0,0.071,1
CUST001189,45,Female,Northeast,1,Gold,In-Store,14,118.2,1601.45,36,Apparel,3,0,0.0,0.331,0.068,13.0,19.0,0.267,0
CUST001190,56,Female,Northeast,11,Silver,Online,6,37.65,246.62,122,Electronics,1,0,0.0,0.198,0.086,5.0,66.0,0.122,1
CUST001191,61,Male,Southwest,26,Bronze,In-Store,2,62.47,110.81,127,Home & Garden,1,1,0.5,0.108,0.012,2.0,80.0,0.115,1
CUST001192,24,Male,Northeast,1,Silver,Omnichannel,3,87.01,299.73,117,Apparel,1,0,0.0,0.097,0.025,2.0,74.0,0.088,1
CUST001193,27,Male,Southwest,5,Gold,Omnichannel,13,63.57,870.57,54,Food & Beverage,3,1,0.077,0.275,0.102,11.0,28.0,0.235,0
CUST001194,31,Female,West,48,Bronze,Online,4,15.0,67.39,131,Beauty,1,0,0.0,,,3.0,79.0,0.117,1
CUST001195,20,Male,Northeast,3,Silver,Omnichannel,8,67.31,593.09,94,Home & Garden,3,0,0.0,0.18,0.055,6.0,58.0,0.151,1
CUST001196,41,Female,Midwest,1,Gold,Omnichannel,13,88.46,1245.59,36,Beauty,5,0,0.0,0.296,0.126,11.0,31.0,0.259,0
CUST001197,50,Female,Midwest,19,Bronze,Omnichannel,3,67.26,173.5,131,Electronics,1,0,0.0,0.096,0.031,2.0,70.0,0.081,1
CUST001198,41,Male,Southwest,64,Gold,Omnichannel,12,105.52,1230.72,44,Home & Garden,5,0,0.0,0.278,0.102,9.0,29.0,0.243,0
CUST001199,34,Female,Midwest,39,Gold,In-Store,11,124.01,1242.1,79,Sports,3,0,0.0,0.262,0.03,10.0,55.0,0.195,0
CUST001200,57,Male,Midwest,72,Bronze,Online,1,33.57,37.31,149,Beauty,1,0,0.0,0.033,0.012,1.0,83.0,0.031,1
CUST001201,43,Male,Northeast,30,Bronze,In-Store,9,16.45,156.06,75,Home & Garden,3,0,0.0,0.256,0.063,8.0,44.0,0.18,0
CUST001202,46,Male,West,12,Silver,In-Store,12,23.58,249.61,57,Food & Beverage,2,1,0.083,0.301,0.032,11.0,42.0,0.212,0
CUST001203,58,Female,Northeast,64,Bronze,Omnichannel,1,57.39,54.97,151,Beauty,2,1,1.0,0.066,0.026,0.0,102.0,0.022,1
CUST001204,40,Female,Northeast,12,Silver,In-Store,6,83.85,438.1,93,Electronics,2,1,0.167,0.15,0.065,6.0,76.0,,1
CUST001205,70,Male,Southwest,9,Silver,Omnichannel,10,50.03,536.32,109,Apparel,2,6,0.6,0.198,0.062,6.0,53.0,0.133,1
CUST001206,35,Female,Southeast,13,Bronze,In-Store,5,20.74,101.16,106,Electronics,1,0,0.0,0.227,0.093,6.0,61.0,0.12,1
CUST001207,69,Female,Northeast,37,Silver,Online,6,67.21,371.12,111,Food & Beverage,1,0,0.0,0.133,0.022,6.0,66.0,0.108,1
CUST001208,28,Male,West,54,Bronze,Online,3,55.03,165.97,134,Apparel,1,0,0.0,0.051,0.016,2.0,83.0,0.079,1
CUST001209,49,Male,West,9,Silver,Omnichannel,9,61.11,474.43,96,Apparel,3,2,0.222,0.257,0.066,6.0,57.0,0.155,1
CUST001210,33,Male,Northeast,13,Bronze,Online,1,193.78,179.67,145,Sports,1,0,0.0,0.019,0.002,1.0,92.0,,1
CUST001211,57,Female,Northeast,50,Silver,Online,9,96.82,786.5,93,Electronics,4,1,0.111,0.21,0.067,5.0,52.0,0.183,1
CUST001212,35,Female,Northeast,1,Silver,In-Store,8,49.71,449.06,110,Apparel,1,1,0.125,0.152,0.046,5.0,60.0,0.121,1
CUST001213,46,Male,Northeast,33,Bronze,Omnichannel,8,21.58,166.28,103,Sports,1,0,0.0,0.165,0.019,,,0.108,1
CUST001214,32,Male,West,13,Gold,In-Store,11,139.96,1578.58,72,Home & Garden,2,2,0.182,0.233,0.04,8.0,52.0,0.182,0
CUST001215,55,Male,Midwest,10,Bronze,Omnichannel,7,15.85,111.05,105,Home & Garden,1,0,0.0,0.143,0.029,,,0.16,1
CUST001216,32,Male,West,13,Silver,Online,8,44.83,375.77,82,Electronics,1,0,0.0,0.181,0.03,6.0,55.0,,0
CUST001217,65,Female,Midwest,11,Bronze,Online,6,23.57,132.05,115,Beauty,1,2,0.333,0.145,0.047,4.0,60.0,0.122,1
CUST001218,28,Male,West,31,Bronze,In-Store,5,41.03,181.81,116,Sports,3,1,0.2,0.101,0.029,3.0,67.0,0.093,1
CUST001219,23,Female,Midwest,57,Silver,Omnichannel,9,51.24,403.25,95,Beauty,2,1,0.111,0.138,0.032,6.0,57.0,0.165,1
CUST001220,55,Female,Southwest,14,Silver,In-Store,12,21.74,236.88,54,Home & Garden,3,4,0.333,0.34,0.085,,,0.232,0
CUST001221,33,Male,Midwest,39,Bronze,Online,9,15.0,134.3,76,Electronics,3,1,0.111,0.252,0.11,7.0,46.0,0.182,0
CUST001222,41,Male,West,28,Bronze,In-Store,2,27.76,51.12,153,Sports,1,0,0.0,0.028,0.004,1.0,93.0,0.031,1
CUST001223,37,Male,Southeast,8,Bronze,Omnichannel,9,21.17,186.76,86,Home & Garden,3,3,0.333,0.19,0.031,6.0,46.0,0.162,0
CUST001224,23,Male,Midwest,19,Silver,Online,10,27.94,239.95,73,Sports,3,1,0.1,0.268,0.077,,,0.172,0
CUST001225,40,Female,West,24,Bronze,Online,1,44.79,46.5,140,Electronics,1,0,0.0,0.041,0.018,0.0,85.0,0.029,1
CUST001226,59,Female,Northeast,1,Gold,In-Store,11,158.4,1940.07,86,Beauty,2,2,0.182,0.242,0.087,7.0,41.0,0.183,0
CUST001227,56,Female,Midwest,11,Silver,Online,8,35.9,248.22,98,Food & Beverage,2,0,0.0,0.155,0.06,6.0,58.0,0.164,1
CUST001228,45,Male,West,72,Silver,Online,14,37.67,482.77,39,Electronics,3,1,0.071,0.316,0.113,11.0,35.0,0.271,0
CUST001229,57,Male,West,22,Bronze,Online,3,50.74,143.9,118,Food & Beverage,1,0,0.0,0.117,0.015,3.0,71.0,,1
CUST001230,27,Male,Midwest,8,Silver,Online,8,86.78,649.93,91,Electronics,2,0,0.0,0.206,0.042,8.0,54.0,0.151,1
CUST001231,37,Female,Midwest,6,Silver,Online,5,80.89,348.68,111,Electronics,2,0,0.0,0.206,0.06,5.0,77.0,0.091,1
CUST001232,47,Male,Southeast,5,Bronze,Online,12,15.0,158.76,47,Sports,3,0,0.0,0.277,0.034,10.0,25.0,0.245,0
CUST001233,40,Female,Southwest,11,Silver,Online,7,26.28,206.72,127,Electronics,1,1,0.143,0.136,0.033,6.0,62.0,0.132,1
CUST001234,38,Female,Southeast,4,Gold,Omnichannel,13,118.56,1639.01,37,Beauty,3,1,0.077,0.319,0.055,11.0,22.0,0.242,0
CUST001235,25,Male,West,3,Bronze,Online,2,37.9,86.22,130,Electronics,1,0,0.0,0.051,0.017,3.0,87.0,0.062,1
CUST001236,18,Female,Northeast,9,Gold,In-Store,10,107.14,1052.26,90,Home & Garden,1,0,0.0,,,5.0,53.0,0.146,0
CUST001237,53,Female,Southeast,20,Gold,Omnichannel,8,90.2,803.65,80,Beauty,2,2,0.25,0.214,0.08,,,0.157,0
CUST001238,45,Male,Southeast,3,Bronze,Online,9,15.0,147.82,73,Apparel,2,2,0.222,0.257,0.077,10.0,44.0,0.195,0
CUST001239,54,Male,West,1,Silver,Online,12,17.12,228.55,47,Apparel,3,0,0.0,0.284,0.065,11.0,31.0,0.242,0
CUST001240,35,Male,Southeast,1,Silver,In-Store,9,43.24,335.36,99,Food & Beverage,2,1,0.111,0.17,0.025,8.0,78.0,,1
CUST001241,32,Female,Northeast,6,Silver,Online,4,72.27,302.31,149,Sports,1,0,0.0,0.078,0.026,1.0,83.0,0.031,1
CUST001242,42,Male,Northeast,4,Bronze,In-Store,4,45.28,184.74,128,Sports,2,1,0.25,0.153,0.06,5.0,76.0,0.111,1
CUST001243,53,Female,Southeast,17,Bronze,Omnichannel,2,47.63,96.55,130,Electronics,1,1,0.5,0.067,0.027,5.0,103.0,0.101,1
CUST001244,38,Female,Northeast,13,Gold,Online,15,55.94,840.2,33,Beauty,3,0,0.0,0.321,0.047,,,0.297,0
CUST001245,53,Female,Northeast,8,Silver,In-Store,8,50.88,443.18,100,Food & Beverage,1,2,0.25,0.186,0.082,7.0,64.0,0.145,1
CUST001246,27,Male,West,39,Silver,Omnichannel,7,53.36,425.97,103,Electronics,2,0,0.0,0.145,0.031,4.0,60.0,0.103,1
CUST001247,39,Female,Southeast,15,Bronze,Online,8,15.0,131.84,100,Sports,2,1,0.125,,,7.0,47.0,0.174,1
CUST001248,41,Male,Southeast,2,Silver,Online,13,43.9,634.12,80,Apparel,2,0,0.0,0.223,0.051,8.0,50.0,0.17,0
CUST001249,59,Male,Southwest,7,Silver,In-Store,8,43.62,347.27,106,Home & Garden,1,0,0.0,0.203,0.051,,,0.167,1
CUST001250,44,Female,Midwest,72,Silver,Omnichannel,11,25.86,300.73,91,Electronics,2,1,0.091,,,9.0,42.0,0.166,1
CUST001251,66,Male,Southwest,72,Silver,Online,10,31.94,311.31,63,Home & Garden,2,1,0.1,0.311,0.091,10.0,47.0,0.193,0
CUST001252,23,Female,Southeast,6,Bronze,Online,5,16.98,81.34,119,Apparel,2,0,0.0,0.084,0.013,4.0,70.0,0.083,1
CUST001253,43,Male,Southeast,4,Gold,Online,10,71.53,800.12,113,Electronics,1,3,0.3,0.168,0.033,5.0,53.0,0.146,1
CUST001254,44,Other,Southeast,15,Silver,Online,9,24.36,245.89,83,Apparel,2,0,0.0,0.235,0.085,9.0,60.0,0.164,0
CUST001255,50,Female,Midwest,14,Silver,Online,11,50.17,582.04,60,Home & Garden,2,0,0.0,0.251,0.044,9.0,33.0,,0
CUST001256,30,Female,Midwest,11,Silver,Online,11,38.72,469.09,84,Electronics,2,2,0.182,0.278,0.095,10.0,41.0,0.257,0
CUST001257,65,Male,Southeast,16,Bronze,In-Store,4,47.96,183.8,138,Electronics,1,1,0.25,0.097,0.035,,,0.102,1
CUST001258,42,Female,West,5,Silver,Omnichannel,3,103.26,303.62,131,Food & Beverage,1,1,0.333,0.087,0.032,2.0,82.0,0.051,1
CUST001259,26,Female,Midwest,2,Silver,Omnichannel,7,32.67,250.71,92,Apparel,2,0,0.0,0.151,0.054,5.0,53.0,0.146,1
CUST001260,41,Female,Northeast,18,Silver,Omnichannel,9,50.91,444.18,73,Sports,2,1,0.111,,,6.0,51.0,0.182,0
CUST001261,37,Male,Midwest,59,Gold,Online,12,85.34,882.75,51,Electronics,5,2,0.167,0.297,0.074,,,0.227,0
CUST001262,78,Male,West,3,Bronze,Online,3,60.82,174.43,130,Apparel,1,0,0.0,0.144,0.038,,,,1
CUST001263,56,Male,Southeast,26,Bronze,In-Store,1,31.31,30.35,136,Electronics,1,0,0.0,0.042,0.018,1.0,81.0,0.071,1
CUST001264,42,Male,Northeast,12,Bronze,In-Store,3,18.44,49.59,120,Food & Beverage,1,0,0.0,0.133,0.029,6.0,80.0,0.111,1
CUST001265,40,Male,West,7,Bronze,In-Store,1,30.39,28.97,138,Sports,1,0,0.0,0.036,0.015,3.0,78.0,0.029,1
CUST001266,55,Female,Southwest,42,Silver,Online,9,61.99,630.62,78,Apparel,2,0,0.0,0.214,0.087,6.0,49.0,0.162,0
CUST001267,55,Male,Northeast,13,Silver,In-Store,8,52.87,468.45,103,Apparel,2,1,0.125,0.192,0.071,8.0,64.0,,1
CUST001268,18,Male,Southwest,19,Silver,Online,9,85.31,755.33,78,Beauty,2,0,0.0,0.225,0.077,8.0,44.0,0.208,0
CUST001269,51,Female,Southeast,12,Bronze,Online,4,43.29,184.06,137,Electronics,2,0,0.0,0.17,0.047,2.0,71.0,,1
CUST001270,42,Male,Southwest,1,Silver,Online,10,31.75,284.34,83,Food & Beverage,3,1,0.1,0.264,0.037,,,0.256,0
CUST001271,23,Female,West,19,Bronze,Omnichannel,4,19.31,83.09,120,Sports,1,0,0.0,0.107,0.029,3.0,101.0,0.076,1
CUST001272,54,Female,Southwest,11,Silver,Online,9,23.38,208.89,83,Sports,3,0,0.0,0.198,0.021,11.0,45.0,0.194,0
CUST001273,73,Female,West,1,Silver,Omnichannel,17,26.22,475.5,68,Apparel,3,1,0.059,0.379,0.103,12.0,17.0,0.273,0
CUST001274,49,Female,Northeast,19,Silver,Omnichannel,3,136.63,427.6,136,Apparel,1,0,0.0,0.091,0.029,2.0,79.0,,1
CUST001275,57,Female,Northeast,1,Bronze,Omnichannel,6,23.87,131.74,129,Food & Beverage,2,1,0.167,0.102,0.025,7.0,67.0,,1
CUST001276,67,Male,Midwest,5,Bronze,Omnichannel,3,24.07,79.46,124,Electronics,1,0,0.0,0.091,0.013,3.0,81.0,0.092,1
CUST001277,30,Female,Northeast,33,Bronze,Online,5,33.17,169.44,114,Electronics,1,0,0.0,0.155,0.053,3.0,70.0,0.101,1
CUST001278,18,Female,Midwest,1,Silver,In-Store,4,112.45,488.15,138,Beauty,1,0,0.0,0.113,0.045,3.0,70.0,,1
CUST001279,51,Male,Southwest,22,Silver,Omnichannel,6,75.96,400.25,123,Electronics,1,0,0.0,,,7.0,81.0,0.095,1
CUST001280,38,Male,Southeast,65,Silver,Online,6,45.65,283.38,105,Sports,3,1,0.167,0.148,0.045,7.0,60.0,0.125,1
CUST001281,22,Female,Midwest,4,Bronze,In-Store,10,18.04,169.14,74,Food & Beverage,3,2,0.2,0.228,0.057,7.0,68.0,,0
CUST001282,40,Female,Southeast,11,Silver,Online,12,49.79,662.17,56,Electronics,3,1,0.083,0.246,0.082,8.0,32.0,0.209,0
CUST001283,52,Male,West,18,Gold,Online,10,89.16,1011.83,80,Apparel,2,0,0.0,0.212,0.045,7.0,42.0,0.182,0
CUST001284,39,Female,Northeast,13,Silver,Omnichannel,7,129.35,784.8,93,Apparel,1,0,0.0,0.185,0.056,6.0,53.0,0.13,1
CUST001285,30,Female,Southeast,21,Bronze,In-Store,2,15.0,32.02,138,Apparel,1,1,0.5,,,,,0.031,1
CUST001286,38,Female,West,11,Silver,Online,15,28.27,373.54,28,Apparel,5,2,0.133,0.337,0.107,15.0,18.0,0.26,0
CUST001287,41,Female,West,3,Silver,Omnichannel,9,51.91,517.3,85,Apparel,2,1,0.111,0.172,0.045,,,0.14,0
CUST001288,18,Female,West,2,Silver,Online,7,116.21,721.84,105,Apparel,1,1,0.143,0.194,0.035,5.0,64.0,0.128,1
CUST001289,40,Female,West,30,Silver,Omnichannel,13,19.27,227.59,49,Home & Garden,4,1,0.077,0.281,0.055,10.0,31.0,0.216,0
CUST001290,23,Female,Midwest,5,Bronze,Omnichannel,6,22.4,124.39,126,Beauty,2,0,0.0,0.131,0.046,4.0,59.0,0.1,1
CUST001291,51,Female,West,41,Silver,Omnichannel,9,34.85,335.09,91,Food & Beverage,1,3,0.333,0.208,0.033,6.0,51.0,0.134,1
CUST001292,20,Female,Southeast,29,Bronze,In-Store,11,18.08,186.5,81,Apparel,3,0,0.0,0.213,0.043,7.0,44.0,0.191,0
CUST001293,56,Male,Northeast,1,Silver,In-Store,13,15.0,200.62,71,Beauty,3,0,0.0,0.312,0.11,10.0,32.0,0.238,0
CUST001294,36,Male,Southeast,4,Gold,In-Store,8,212.72,1738.49,112,Home & Garden,1,1,0.125,0.163,0.018,,,0.119,1
CUST001295,34,Male,Northeast,7,Silver,In-Store,10,40.4,392.15,107,Home & Garden,1,0,0.0,0.171,0.017,7.0,50.0,0.21,1
CUST001296,46,Female,Southeast,19,Silver,Online,14,30.52,432.34,45,Beauty,3,1,0.071,,,10.0,27.0,0.238,0
CUST001297,29,Female,Southeast,36,Bronze,Online,7,21.02,130.29,141,Apparel,2,1,0.143,0.144,0.062,6.0,82.0,,1
CUST001298,45,Female,Midwest,1,Silver,In-Store,8,46.94,417.9,100,Electronics,1,1,0.125,0.187,0.022,5.0,85.0,0.115,1
CUST001299,31,Female,Southeast,6,Silver,In-Store,9,32.78,269.09,109,Electronics,4,1,0.111,0.179,0.074,6.0,54.0,0.156,1
CUST001300,34,Female,West,10,Silver,In-Store,5,83.53,465.29,106,Apparel,1,0,0.0,0.126,0.037,5.0,60.0,0.135,1
CUST001301,47,Male,Midwest,4,Silver,In-Store,10,22.69,228.18,84,Home & Garden,2,1,0.1,0.165,0.022,6.0,64.0,0.153,0
CUST001302,26,Male,Southwest,17,Silver,Omnichannel,12,47.51,589.61,89,Apparel,2,1,0.083,0.257,0.1,7.0,42.0,0.168,0
CUST001303,24,Female,Northeast,14,Silver,In-Store,10,46.1,427.43,83,Electronics,3,2,0.2,0.212,0.025,8.0,43.0,0.183,0
CUST001304,45,Female,West,8,Bronze,Online,3,69.99,192.48,117,Apparel,2,0,0.0,0.1,0.028,,,0.09,1
CUST001305,41,Female,West,16,Silver,Online,9,42.32,379.82,107,Apparel,1,1,0.111,0.197,0.062,6.0,54.0,0.14,1
CUST001306,44,Male,Southwest,9,Silver,Online,10,71.93,669.1,62,Electronics,2,1,0.1,0.249,0.084,8.0,37.0,0.189,0
CUST001307,46,Male,Southeast,9,Silver,In-Store,11,59.15,635.65,75,Home & Garden,2,1,0.091,0.207,0.038,6.0,50.0,0.211,0
CUST001308,42,Female,Southeast,6,Gold,Online,10,87.63,860.58,101,Apparel,1,0,0.0,0.184,0.036,10.0,61.0,0.199,1
CUST001309,50,Female,Northeast,17,Silver,Omnichannel,9,72.65,608.91,76,Food & Beverage,2,2,0.222,0.192,0.076,8.0,51.0,,0
CUST001310,43,Female,Southeast,12,Bronze,Online,3,42.23,118.77,120,Electronics,2,1,0.333,0.071,0.016,3.0,72.0,,1
CUST001311,18,Male,Midwest,4,Gold,Online,6,153.38,1050.84,137,Apparel,1,1,0.167,0.139,0.04,6.0,59.0,0.168,1
CUST001312,18,Male,West,1,Silver,Omnichannel,6,33.6,206.89,120,Apparel,1,0,0.0,0.159,0.041,4.0,67.0,0.103,1
CUST001313,68,Female,Southeast,3,Gold,Online,7,140.71,1083.04,93,Beauty,1,0,0.0,0.193,0.031,6.0,51.0,0.146,1
CUST001314,42,Male,Northeast,1,Gold,In-Store,13,102.89,1155.29,54,Beauty,3,2,0.154,0.259,0.063,9.0,52.0,0.24,0
CUST001315,55,Male,Southeast,12,Silver,Omnichannel,4,77.55,263.85,127,Food & Beverage,1,0,0.0,,,3.0,70.0,0.077,1
CUST001316,37,Female,Northeast,5,Silver,In-Store,8,48.18,387.65,110,Apparel,2,1,0.125,0.213,0.033,5.0,78.0,0.139,1
CUST001317,41,Other,Southwest,12,Bronze,In-Store,5,31.43,172.56,121,Electronics,1,0,0.0,0.135,0.053,5.0,70.0,0.086,1
CUST001318,35,Female,Southwest,8,Bronze,Omnichannel,3,59.04,183.01,133,Sports,1,0,0.0,0.163,0.069,2.0,78.0,,1
CUST001319,76,Female,Southeast,16,Silver,Online,9,58.63,546.48,82,Sports,3,1,0.111,0.186,0.02,6.0,66.0,0.153,0
CUST001320,45,Male,Southeast,28,Bronze,In-Store,4,47.96,171.08,124,Apparel,1,0,0.0,0.087,0.018,3.0,110.0,0.068,1
CUST001321,34,Male,Southwest,14,Gold,Online,10,75.25,860.54,90,Sports,2,0,0.0,0.17,0.073,8.0,70.0,0.174,0
CUST001322,18,Male,Northeast,1,Silver,Online,8,97.03,783.16,84,Beauty,2,1,0.125,0.214,0.075,8.0,47.0,0.191,0
CUST001323,69,Female,Midwest,1,Bronze,Online,4,28.75,101.29,113,Electronics,2,0,0.0,0.122,0.013,4.0,73.0,0.098,1
CUST001324,39,Male,Southwest,5,Silver,In-Store,7,32.44,221.23,132,Apparel,1,0,0.0,0.175,0.024,6.0,55.0,0.132,1
CUST001325,52,Female,Midwest,12,Silver,Omnichannel,15,21.21,277.3,31,Home & Garden,4,2,0.133,0.312,0.112,11.0,25.0,0.301,0
CUST001326,53,Male,Northeast,1,Silver,Omnichannel,4,66.96,261.26,137,Beauty,1,1,0.25,0.027,0.009,3.0,85.0,0.021,1
CUST001327,35,Female,Northeast,8,Gold,Online,5,154.62,822.17,100,Electronics,1,0,0.0,0.161,0.065,7.0,57.0,0.148,1
CUST001328,51,Female,Southwest,47,Silver,Online,15,20.53,291.65,45,Apparel,6,2,0.133,0.328,0.12,11.0,32.0,0.266,0
CUST001329,33,Female,Northeast,2,Silver,In-Store,10,30.37,286.67,75,Apparel,3,2,0.2,0.212,0.091,8.0,47.0,0.172,0
CUST001330,28,Male,Southeast,65,Silver,Omnichannel,11,19.83,219.07,107,Sports,3,0,0.0,0.256,0.074,10.0,36.0,0.244,1
CUST001331,58,Female,West,42,Silver,Online,13,35.72,464.15,99,Apparel,3,0,0.0,0.257,0.049,9.0,30.0,0.237,1
CUST001332,39,Male,West,39,Bronze,Online,13,15.0,193.08,55,Home & Garden,3,2,0.154,0.308,0.045,10.0,36.0,0.246,0
CUST001333,49,Female,Midwest,43,Gold,In-Store,8,117.06,941.21,81,Beauty,2,0,0.0,,,7.0,49.0,0.166,0
CUST001334,47,Female,Southeast,1,Gold,Online,11,87.44,831.4,69,Sports,2,0,0.0,0.215,0.031,10.0,47.0,0.177,0
CUST001335,50,Male,Midwest,3,Silver,In-Store,5,62.1,308.1,117,Beauty,2,0,0.0,0.128,0.04,3.0,69.0,0.077,1
CUST001336,20,Female,Southeast,3,Silver,In-Store,6,102.45,705.43,104,Beauty,2,1,0.167,0.174,0.042,4.0,58.0,0.147,1
CUST001337,33,Female,Southeast,2,Gold,Online,12,98.72,1278.58,62,Home & Garden,4,0,0.0,0.271,0.102,9.0,28.0,0.233,0
CUST001338,37,Female,West,8,Silver,Online,13,52.16,634.87,40,Electronics,3,1,0.077,0.291,0.063,,,0.259,0
CUST001339,30,Female,Northeast,39,Bronze,Omnichannel,7,21.24,156.61,138,Apparel,1,0,0.0,0.16,0.036,6.0,57.0,0.16,1
CUST001340,48,Male,Northeast,6,Silver,Online,7,32.12,213.37,119,Home & Garden,2,0,0.0,0.171,0.054,9.0,60.0,0.163,1
CUST001341,58,Male,Southeast,6,Bronze,Online,4,51.34,186.35,121,Apparel,3,0,0.0,0.143,0.061,4.0,75.0,0.085,1
CUST001342,60,Male,Midwest,24,Silver,In-Store,9,31.69,308.62,76,Home & Garden,3,2,0.222,0.208,0.064,8.0,58.0,,0
CUST001343,37,Other,West,2,Bronze,In-Store,1,183.09,167.14,144,Beauty,1,0,0.0,0.038,0.007,0.0,80.0,0.055,1
CUST001344,46,Male,West,9,Silver,In-Store,6,60.94,404.98,112,Electronics,1,0,0.0,0.095,0.023,4.0,71.0,0.095,1
CUST001345,48,Female,West,7,Silver,In-Store,9,58.69,509.26,94,Home & Garden,3,0,0.0,0.186,0.079,6.0,54.0,,1
CUST001346,50,Female,West,41,Gold,Omnichannel,9,105.95,1027.02,94,Sports,1,0,0.0,0.172,0.066,5.0,56.0,0.146,1
CUST001347,29,Female,West,15,Silver,Online,9,66.28,553.5,87,Beauty,1,0,0.0,0.176,0.02,6.0,57.0,,0
CUST001348,67,Male,Southeast,22,Silver,In-Store,9,45.35,426.85,101,Apparel,1,1,0.111,0.173,0.033,,,0.115,1
CUST001349,54,Male,Southeast,3,Silver,In-Store,3,157.54,431.86,136,Home & Garden,1,0,0.0,0.049,0.015,3.0,78.0,0.043,1
CUST001350,55,Male,Midwest,58,Silver,Online,12,74.0,760.62,58,Electronics,3,1,0.083,0.31,0.111,10.0,29.0,0.227,0
CUST001351,58,Male,Northeast,8,Silver,Online,5,38.64,211.43,115,Apparel,1,0,0.0,0.178,0.025,3.0,66.0,0.101,1
CUST001352,49,Male,Southeast,26,Silver,Omnichannel,7,61.86,479.29,91,Beauty,2,0,0.0,0.195,0.055,7.0,55.0,0.134,1
CUST001353,27,Male,Southeast,68,Silver,In-Store,14,37.68,587.75,43,Electronics,3,2,0.143,0.35,0.104,13.0,22.0,,0
CUST001354,40,Female,Midwest,15,Silver,Omnichannel,10,30.75,264.72,83,Beauty,2,2,0.2,0.234,0.033,10.0,41.0,0.208,0
CUST001355,18,Male,Midwest,15,Gold,In-Store,15,94.9,1534.93,49,Home & Garden,3,1,0.067,0.299,0.076,,,0.283,0
CUST001356,47,Male,West,2,Silver,Omnichannel,7,38.44,296.19,117,Apparel,2,1,0.143,0.134,0.014,5.0,63.0,0.103,1
CUST001357,39,Male,Midwest,10,Silver,Omnichannel,7,31.91,210.75,113,Electronics,1,1,0.143,0.15,0.052,5.0,79.0,0.123,1
CUST001358,41,Male,Southwest,42,Silver,In-Store,11,61.97,675.63,49,Electronics,3,2,0.182,0.272,0.034,11.0,37.0,0.226,0
CUST001359,58,Male,Southeast,3,Silver,In-Store,7,113.77,774.39,89,Apparel,1,0,0.0,0.163,0.025,5.0,59.0,0.127,0
CUST001360,35,Male,Midwest,54,Bronze,In-Store,4,15.0,58.92,118,Sports,1,1,0.25,0.155,0.058,7.0,67.0,0.095,1
CUST001361,38,Female,Northeast,24,Silver,In-Store,15,32.88,544.5,62,Electronics,3,2,0.133,0.344,0.084,11.0,49.0,0.264,0
